name,followers,follow,text,source,gender
渐渐心有灵犀,809,3780,别再下调了, 360手机N4全网通, m
渔小鱼戟,9,95,啥脑子的都可以当委员？, 前置双摄vivo X9Plus, m
渡人易难渡己,223,233,与其下调年龄，还不如多元化一些，学学台湾省。。。。, 前置双摄vivo X9, f
渡厄鹅,31,52,None, iPhone客户端, f
渡舟去,103,100,18岁连性知识都匮乏 你结你🐎的婚？亲亲这边的建议是给你塞个子宫你自己去生呢 多生几个 当郭嘉的好韭菜 争取75之前5代同堂呢, 小仙女的iPhone X, m
渡边同学www,98,621, np, Redmi K20 Pro 真旗舰, m
渣天刀的二果子,533,770,干脆一出生就定亲好了！！安排的明明白白可好！！:我觉得直接女孩子满14周岁必须结婚得了，认点字，就在家相夫教子生孩子好了, 小米5X 拍人更美, f
渣欲欲,494,167,该不结婚不生孩子的一样不结不生是你调整年纪有用的吗:呸, iPhone客户端, f
渣萌大表哥Vv,298,161,哈哈哈哈哈哈哈  兄弟顶住:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, m
温乎,6866,142,None, iPhone 6 Plus, m
温暖女孩18,103,227,与其为了提高出生率，还不如提高优生率。男生18岁能负责吗？, 华为手机, f
温某祝歪鸡早日倒闭,158,277,滚, iPhone客户端, f
温柔是因为喜欢LUD,47,159,有么有考虑过这样离婚的概率？？？估计到时候成片的大学生还没拿到毕业证就先领了结婚证。, 够快才畅快vivoX6Plus, f
温柔的很纯很暧昧866,60,104,None, iPhone客户端, m
温柔的惊蛰大魔王,23,135,找个女人过算了, nova4自拍极点全面屏, f
温迪的海德薇,27,307,呵呵, Android, m
渭渭yang,141,262,18岁的年纪怎么负起一个家庭的责任，结了再离不如不结, nova4e 3200W立体美颜, f
游游1019,1322,152,俩不懂事的孩子能承担起家庭责任？能教育好孩子？刚成年有收入的还好，只怕大部分没收入，不孩子爸妈的负担么？？？不懂事的孩子教育出来的孩子，难道觉得社会上惨剧不够多？？？结婚率下降和年龄没有必然联系好么？？？, iPhone客户端, m
渺渺miao咪,354,354,哈哈疯了:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
渺缈孤舟客,2021,69,把这个委员拉出去枪毙, 微博搜索, m
湔尘尘湔,153,236,None, , m
湖大第一法师,23,77,None, 红米Note7 4800万相机, m
湖水是珍珠色Diamond,69,112,真特么有病 :感觉有人提议生孩子高考加分的日子不远了……, HUAWEI P20, f
湖畔玫瑰,141,195,:开玩笑吗？这不是让很多女孩子读完高中就被家里逼结婚？这对女性太不公平了吧！砖家！, 小米MIX 3 滑盖全面屏, f
湫_无苦雨,126,440,可真能扯啊…18岁生个娃，谁养娃，不考虑下生活成本的么？书都不用读了，就成天生娃，养不起饿死么？, iPhone客户端, f
湮没尘世的鱼,382,615,呵呵。你以为降了就能结婚了？不想结婚的，咋样都没辙, OPPO Find X, f
湾仔粉丝,265,1097,脑子坏掉, HUAWEI Mate 20 Pro, f
源儿是骄傲,672,603,这合理吗？真的调到了18岁，岂不是高三毕业就可以结婚，那高中不算早恋，毕业就结婚！父母40岁，孩子18岁，18岁的孩子再生孩子，可以多出一辈人感觉。, 成年猛虎Android, f
源源_小源,87,287,18岁很多人都是参加高考，考上大学，这个时候就结婚了？生孩子了？养不养得起才行吧！现在年轻人买房买车的呢！压力没有嘛？这么早就结婚了。, 小米9 SE, m
溜冰年,4,7,已经丧心病狂了, 360手机 N7, m
溪山行旅不耗蓝,211,140,2265年，中国高考前夕，小蒙查出来怀孕了，激动的和永强分享自己的喜讯，班主任笑的合不拢嘴，这一对高三毕业生，又能多加五十分，录取率又上来了我的奖金又到手了, vivo AI智慧拍照X21, m
溪水里最浪的鱼,71,359,建议个🔨建议，一天到晚就知道生孩子，生🐴卖啤的生。, HUAWEI nova 2 Plus, f
溪湖沽酒,48,158,瞎扯淡, HUAWEI P20, f
溺于信仰,33,150,专家就知道扯淡, 荣耀7A 全屏 人脸识别, f
滑敢敢,312,433,感觉这条规定不是为老老实实读书 孩子定的，那些贫穷地方出来的女孩子们，可能家里养到18岁就不供她们上学了，统统回去生孩子去成为生殖机器。不然这个18到底有什么用呢，据我所知18岁刚刚高中毕业吧。, 荣耀10 AI变色更潮美, f
滑敢敢,312,433,调年龄，不如顺便调调性别学学我们的台湾省, 荣耀10 AI变色更潮美, f
满地打滚爱宣仪,184,241,None, iPhone客户端, f
满天都是小信信-,36,149,放屁, iPhone客户端, f
满满今天早点睡觉了吗,3833,1503,不妥, OPPO R15 梦镜版, m
滴哒哒冬冬哒哒福露娃,94,384,越活越回去 nb, iPhone客户端, f
滴血雄鹰51020,7,56,None, OPPO R9, f
漂亮的雪菲菲_Bella,72,104,主要是在这个年纪里大多数人都还处在高中阶段, Android, f
漂泊者余笙,2,21,轉發微博, iPhone客户端, m
漆桶_,409,906,有病？, iPhone 8 Plus, f
漓梨喱荔栗狸粒,152,368,终于有人说实话了:感觉有人提议生孩子高考加分的日子不远了……, HUAWEI nova手机, m
演一出折子戏,1133,384,真的啥都敢提.……, Flyme, f
漠北首先要会飞,453,433,就算改成十五岁我也不会早结婚一群盐焗鸡闲得蛋疼？, 搜狗高速浏览器, f
漠小狼·,34,38,出门一看地里韭菜不多了，是时候种一波了:广电总局不是未成年不许谈恋爱吗？那不谈恋爱18岁怎么结婚啊, 逢考必过的人, m
漠渚,565,405,呵呵:不合适, iPhone客户端, f
漫笙以顾,28,57,None, vivo NEX AI智慧旗舰, m
漫舞于黑暗中,182,590,哈哈哈哈哈:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
漫舞于黑暗中,182,590,:都定28也未必愿意结了, iPhone客户端, f
潇湘雨竹M,517,175,送这位委员一句话：我去年买了个表！！！, 荣耀7 世界有点不同, f
潘啊潘啊潘啊潘-,807,225,婚姻登记人数逐年下降 你调整结婚年龄就能上涨了？？, , f
潘多拉美眉__,258,331,:先把刑事责任年龄降低吧, 小米9, m
潘潘胖多啦,351,215,十八岁以后就是完全行为能力人，从法理上说这些基本的人权就应该不受限制。从社会学和行为学分析，与人体发育相匹配的最合适的年龄也是十八岁，全球大部分国家的法定婚龄也都是十八岁甚至十六岁。我们法定婚龄高是因为特殊时期控制人口增长，慢慢下调肯定是迟早的事，又不是摁着你的头去结婚, 努比亚小牛8前后双摄, f
潘神的诗歌,1050,409,调你🐴 b呢 憨批, Android, f
潜伏姬圈的小干部,48,191,None, 红米Redmi, f
潜碎,1225,155,18结婚 那几岁恋爱不算早恋以后是不是幼儿园就可以培养感情了 初中不谈就要被相亲了 高中一边订婚一边高考 大学一边写论文一边结婚生孩子？, 退役熬夜选手, f
潤芝Max,262,122,可别费劲下调结婚年龄了  直接精子库配比可还行？下调结婚年龄就愿意结婚生娃了？你怕是先给自己的娃娶了亲嫁了人再提案好了以后高考成绩不理想，还多了结婚这条路呢。这是从隔壁印度学来的招？, iPhone客户端, f
潮起潮落0807,85,255,None, OPPO智能手机, m
澄明之蓝,2127,543,18岁——此时既没有独立经济能力、思想又不成熟，就开始生生生，生了一大堆又养不起，只能让孩子们勉强最低限度地挣扎着活下去，一天天一代代……毕节带着妹妹自杀的小哥哥还不够可怜吗(;´༎ຶД༎ຶ`) 倘若人活着，就只是“活着”，那有什么意义呢(;´༎ຶД༎ຶ`), 微博 HTML5 版, m
澜的唠妹,241,286,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈:生双胞胎保送985吧, iPhone X, f
澧兰的梦,34,92,有毛病, iPhone 8 Plus, f
澪yu朵,1034,4839,我的天，牛逼啊！, 红魔Mars电竞手机, f
澳洲进口野玫瑰,341,148,你随便调 结婚算我输, iPhone客户端, f
瀺灂_Liu,51,66,可能也离不结婚多浇税 不生孩子多交税不远了吧, iPhone客户端, f
火云霄,860,208,再次说一句，滚!!, Weibo.intl, f
火星原住民_,79,146,？？？尼玛, iPhone客户端, f
火柴柴人__,103,161,下调结婚年龄之前麻烦未成年人性教育问题解决一下好吗, iPhone客户端, f
火火demon,190,202,别再下调了，我会更有危机感的。, HUAWEI Mate 9, f
火炎焱燚焱焱,729,789,这些砖家真可怕…, iPhone客户端, f
火腿盖浇饭,61,106,舆论试水，以后就直接出规定，唉难啊, Weibo.intl, f
火舀,303,653,不趁女孩子心智不成熟的时候安排来结婚生娃更待何时呢🤷♀️, iPhone客户端, f
火花枝yu,187,978,绝了，我爸还劝我现在别早恋呢，自己都养不活先干正事, vivo 全新水滴屏手机, f
灬唍疍孒,613,98,不结婚保平安 就是下降到16岁结婚也没用, 微博 weibo.com, f
灬納蘭絔灬,25,158,恕我直言，砖家=🐷 ，纯粹吃饱了没事找事，不想结婚管你个头调多低也没用。, vivo X21屏幕指纹手机, f
灯火幽微对坐烛影黄昏,1,5,十八岁才刚成年，还有很多不懂的，也没完全长大不够成熟，这么早结什么婚, Android, f
灰船没飞呢先吃火锅,139,173,怎么解决家暴？怎么解决婚内财产的问题？怎么解决虐童？越早的婚姻是活的越明白了是吗？, 奶昔iPhone X, f
灵儿在弗兰克斯,121,590,真实•卖矛又卖盾, 荣耀10 AI变色更潮美, f
灵山大王_,14,62,别的国家什么样你就什么样？你下调两岁不结婚的还是不结婚，有个屁用？这只是给一些思想还没成熟的孩子早恋找借口。好的不学净特么学些没用的，神经病。, Weibo.intl, m
灵当_魔王月饼家的,63,668,下调你🐴18岁就是个还在读高三的孩子，为了生育率疯了吧，什么鬼建议, Weibo.intl, f
灵灵biubiu,5,416,None, iPhone客户端, f
灵炘秋琰,205,201,你6学学我们的台湾省, iPhone客户端, f
灵魂化粪池,22,567,没脑子的玩意儿, Weibo.intl, f
炎亚纶的吃货小迷妹,162,542,18岁结婚，结婚率可能会上升，但是离婚率肯定会更高, 小米9, f
炎宝超美味,21,167,结婚嘛？, vivo X23全息幻彩, f
炙热小河马,305,211,几乎是看着年龄一步步下调过来的，很久以前得知政策准许边读大学边结婚生子觉得好新鲜。没想到现在都建议18岁了666啊。以后高中老师再批评学生早恋，是不是可以责备老师政治不正确？, , f
炭米,226,253,搞笑，委员们能不能认真一点, iPhone, f
炯植植植植植,89,73,我tm学校18岁都不给早恋, nova4自拍极点全面屏, f
為你開心風都知道,1012,82,放心，不管怎样，我都是晚婚, HUAWEI nova 2s, f
烂漫無賴,333,251,我可去你的吧，这是什么他妈的用啤酒肚想出来的建议？？大多数人的18岁都是没能力负担起自己生活的学生，心理生理发育都未健全，不读书倒是去结婚生子？？为了多生韭菜都他妈不择手段了吧你们, , f
烈子义,923,654,结婚跟生孩子有关系吗？又有多少人没领证就生孩子了的，你统计了？是不是闲的没事干？养了你这种废人，没事去帮袁隆平老爷子打打下手，看看人家要不要你, HUAWEI nova 2 Plus, m
烊烊烊烊烊烊烊烊烊烊烊烊,36,54,None, OPPO智能手机, f
烟花四月上扬州,334,709,其实之前规定的结婚年龄才有问题。18岁已经成年，是完全民事行为能力人。结婚是民事行为，自然可以进行啊。不过改年龄的理由比较牵强。, HUAWEI P20, f
烟西早喵,6,28,专家是何不食肉糜的砖家, 三星Galaxy S9, f
烤岩加油牙伢乐,73,98,一砖头呼专家脑门上, 够快才畅快vivo X6S, f
烨Si,36,52,18...18..., iPhone客户端, f
热心市民郝美丽,62,77,呵呵哒, iPhone客户端, f
热心邻居老王-,152,536,你调你🐴正常人谁不是18高中毕业？, iPhone 7, m
热恋帆辰,80,109,真TM扯淡, 告别不快vivo V3, f
热情还在吗c,1230,48,:生育率低是养孩子和教育成本增高导致的 和结婚年龄有个屁的关系 我真想问问专家你家孩子18结婚你觉得行吗？你儿子大学毕业你孙子都上幼儿园了 你儿子工作了你孙子都上小学了 可是你儿子的学区房还没到位呢, iPhone XS Max(深空灰), m
热河四十八,23,182,我可qnmd吧 18岁长个脑子吧 脑子是个好东西。, OPPO智能手机, f
热爱胖球的珊珊,201,410,是这样你干脆废除一夫一妻制得了，喜欢大清就直说, HUAWEI P20 Pro, f
無以吠月,97,96,JBDXBL, Weibo.intl, m
無駄無駄啦,19,122,没有意义？那么爱生你怎么不自己生现在不爱结婚的年轻人多了去了，你调了多少岁不结婚就是不结婚, 小米5s Plus, f
焦糖冬瓜的小锦鲤,121,389,18？高考完就领证？出考场直接民政局？, Weibo.intl, m
焼売_今年也要跟着ftr努力,252,209,滚, iPhone客户端, f
煎饼卷不了虾皮,143,59,不究根本原因的建议，与试图通过二胎政策缓解老龄化无异。, HUAWEI P30, f
煒煒煒煒小宝,102,452,拜托，考虑一下还未嫁出去、还是单身汪的、还是超过目前法定婚龄的……, 荣耀10 AI变色更潮美, m
煖煖啊,66,331,又不让人早恋又让人18就可以结婚……合着以前大学毕业就催婚变成高中毕业就催婚呗……求这个提议的具体想法，我是真的想知道提议的人怎么想的, 小米8周年旗舰手机, f
煮不熟方便面的湖长,450,1013,最好直接缩短义务教育、中学教育时间, iPhone客户端, f
煮甜的吧,86,475,:别，25都被人说剩女了，你要是在下调，我都直接升级战斗圣佛, Android客户端, f
煮甜的吧,86,475,:哈哈哈哈哈哈哈哈缺孩子缺疯求了吗, Android客户端, f
煮甜的吧,86,475,:婚姻登记人数下降是人们思想观念变化了 和结婚年龄有什么关系, Android客户端, f
煮甜的吧,86,475,就是啊，把坏的外表美化，它就是好的了？金玉其外败絮其中（18结婚看似美满，但人口素质呢？）:没毛病…自己都还不算个大人吧，很多都还是学生！结婚生孩子，疯了吗？说农村里很多这种的，孩子生了证没领，说是对这一类人的保护。这种行为本来就是不可取的！还保护？？禁止还差不多好吗？！, Android客户端, f
煮甜的吧,86,475,赞同，22都小，刚大学毕业，立足未稳，结婚都得考虑再三，更别说18，像话吗？:说实话男20女22都太早了，自己还是孩子，怎么做好父母, Android客户端, f
煮甜的吧,86,475,重点！:能不能整点有用的，专家建议做父母必须考试合格拿到准生证再生呗，祸害孩子, Android客户端, f
熊怼怼啊i,201,13,别调，我不想让我弟今年就有可能结婚, iPhone客户端, f
熊猫pandaaaaaaaa,93,406,建议规定个法定最晚结婚年龄，不然拯救不了你的出生率😂, HUAWEI nova 3e, f
熊猫星辰,494,1358,想增加生育率已经无所不用其极了。哎!不敢生的根源是生娃以及教育的成本啊，不是结婚年龄!你调养娃的费用啊!, HUAWEI Mate 10, f
熊顿的顿_牛顿的顿,573,296,降低婚龄，年纪轻轻结婚生个孩子满足你所谓的人口增长。然后因为当初心智不成熟离婚，离婚以后年龄也不是很大，二婚还可以生。是这个逻辑吗, Android, f
熔岩巧克力蛋糕耶,15,18, 逻辑鬼才，无法反驳。 , iPhone客户端, f
熟悉的你近来好吗,1040,3281,None, iPhone 6, m
熟络very,184,2271,None, HUAWEI nova 3, f
熬夜会变笨,47,400,qnmd., Weibo.intl, f
燃到灰飞才算完美w,70,203,本人建议将法定结婚年龄改到25岁以后, Weibo.intl, f
燃情岁月513,620,306,随便调 该怎样还是怎样, iPhone客户端, m
燊燊火木,156,106,根源不解决，净隔靴搔痒，压力之大，房价之高，教育之失，这才是压迫婚姻的防线。, 魅族 16 旗舰手机, m
燐花zq,47,421,:爱咋咋地，就这个房价这个物价，改成5岁也没啥用，很多人还是不想结婚的。, iPhone客户端, f
燕回无忧,46,82,18岁！！！, 华为手机 畅享玩不停, f
燕子快乐飞飞,31,102,能不能用心找一找大家为啥不愿意结婚的原因！从根本解决问题好不啦！就算下降到15岁就可以结婚也不会提高结婚率的，因为买不起房子，工资低养不起家，出轨率太高，结婚成本高，幸福感低！只是降了年龄有啥用！20岁不到的人知道责任是啥吗就结婚？真是荒谬！, 华为手机 畅享玩不停, f
燕燕子zi,64,165,用意念生孩子吧！, iPhone客户端, f
燕礼_,1718,443,虽然结婚率下降、老龄化上升，但这同样代表国人对婚姻的慎重以及生活水平的提高。法定结婚年龄下调到十八岁，但十八这个数字代表着青春，代表着刚刚成年，青少年时期都没普及性教育，也没让他们体会社会的环境，一成年就让他们承担起一个家庭的重担，这应该相当不合理吧, 燕礼小筑的iPhone客户端, f
爆炸圈禁止投食,118,316,割韭菜？, HUAWEI Mate 20 Pro, f
爆炸榴莲味,72,401,？？？, 荣耀手机 勇敢做自己, f
爆炸闪电橙橙,376,680,看看 说的是人话🐴？, iPhone X, f
爆肝996,92,817,委员建议多了，怎么就这个上热搜了, HUAWEI Mate 10, f
爬墙很快的QQ,565,355, :感觉有人提议生孩子高考加分的日子不远了, 胖子的iPhone XS Max, f
爬墙狂魔嘴里没有青蛙,135,297,:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
爰爰是个懒蛋包,110,422,: 不合适, 小米8周年旗舰手机, f
爱一个喜欢蜡笔小新的女孩,89,248,同意🙆♂️, iPhone客户端, m
爱上你那时我为你心醉57029,228,1458,None, Redmi K20 Pro 真旗舰, m
爱丽爱白白,375,561,高中不早恋毕业就结婚，也是有够厉害的, HUAWEI nova 2s, f
爱你的鱼yc,468,354,我不同意, iPhone客户端, f
爱入非菲霏,246,117,吃饱撑的！, iPhone X, f
爱吃公主的草莓味兔子,123,368,？？？, iPhone, f
爱吃凉皮的小羊毛,157,248,亲亲 下调也没用呢, 荣耀8X, f
爱吃卷卷的鱼旦,292,353,学学我们的台湾省, 红米Redmi, f
爱吃猫的欧尼酱,50,396,None, iPhone客户端, f
爱吃睡不醒呀,61,187,啥委员啊，不愿意结果生孩子你没有点数吗, 小米6 拍人更美, f
爱吃糖的差不多小姐,452,864,感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
爱吃肉的大脸女孩,77,131,看来还是吃得太饱, HUAWEI P20, f
爱吃芝士的精分girl,52,209,十八结婚懂个鸡毛？？？, iPhone客户端, f
爱吃草莓的橙子君,21,60,我求你们砖家靠点谱，才18岁结什么婚？啥都没有生了孩子谁养？, Android客户端, f
爱吃路边摊的小刘,1459,137,改不改无所谓，反正也不结婚。不过18岁心智真的成熟吗？增加人口数量的同时离婚率也会增加。割韭菜也不是这么割的呀。, iPhone 8 Plus, m
爱吃麻辣火锅的小废物,327,1462,如果说18岁可以结婚 在最晚最晚 也要17岁恋爱甚至16（刚刚上高中的年纪）可是16岁的话不是算早恋嘛？这……是不是不太行, 小沙雕的Android, f
爱啃梨星际碎片的蛮小少,46,448,这是什么节奏, 告别不快vivo V3Max, f
爱喝可乐的草莓熊,228,1217,降你🐎, , f
爱喝娃哈哈的,133,655,None, Android客户端, f
爱喝牛奶的图图,80,93,那可不嘛 结婚生孩子都要趁早 啥都不懂赶紧办 懂的越多可就啥也不想干了, , f
爱喵喵的喵星人,65,228,None, 荣耀7X 全面屏手机, f
爱奶坤的辛巴,64,22,None, vivo AI智慧拍照X21i, f
爱学习的2丫丫,1287,496,无fuck说, 丫丫的iPhone 8, f
爱心天使00,24,162,感觉现在结婚离婚什么的 都没啥仪式感了 与其凭一腔热血在一起 还不如先让自己好好沉淀下来 明白婚姻的真正意义, iPhone客户端, f
爱我们彭美丽,117,116,？一天净胡扯, iPhone客户端, f
爱我家小爽,146,508,现在孩子养不起，我妈生了我跟我弟弟。 都感觉压力山大，生了两个儿子的要死命干。 生了三个儿子的这一辈子，就成天干活儿吧。 当然拍出那些好有钱的。 普通人的日子不好过呀。, OPPO R9, f
爱挂树的考拉,2684,1749,趁着孩子啥也不懂刚走出校园还对婚姻有一丝丝美好期望先把婚结了，为了提高结婚率和生育率真是不择手段, iPhone客户端, f
爱捣蛋的喵喵喵,137,112,晚婚晚育说的就是我了！, 宇宙级小可爱, f
爱搜美莱,28729,432,【民法典婚姻家庭编草案：, 微博搜索, f
爱新觉罗·灿,110,83,建议委员提高智商, iPhone客户端, m
爱旅行的小梅子,58,147,我不赞同这个提议，18岁人生刚开始，结果就是另外一个人生，自己都还没有想过过哪种生活，18岁就是刚毕业的孩子有什么能力和承担责任，结果结婚的是多了，几年之后离婚的更多, OPPO随光而变R17, f
爱朱一龙的小笼包丽丽,9,175,女性自我一定要觉醒，无法控制政策，只有控制自身, HUAWEI P30, f
爱柠檬的胖妞妞,805,1050,你特么咋不说15啊, iPhone客户端, f
爱没来别走开,109,380,None, Share微博客户端, m
爱满天星的桔梗,101,83,扯淡吧, 荣耀10 AI变色更潮美, m
爱热巴131452199,166,1489,None, 荣耀10青春版, m
爱玩家的show,308,744,是手机不好玩儿了，还是零食不够吃了?昨天刚成年，今天就结婚?一边上课一边儿哄孩子。像话吗?下调结婚法定年龄，遭殃的的还是农村女孩。本来可以上学，上学是农村孩子改变人生轨迹唯一方法。父母就明正严顺让她们辍学然后结婚。刚到十八岁，本来就是孩子，再结婚生孩子。能当好合格的父母吗?越穷越生?, Android客户端, m
爱珊瑚的丘比特,520,128,:感觉有人提议生孩子高考加分的日子不远了……, Android, f
爱生活的小yu妹,1191,518,不是近几年要全面推行12年义务教育么？那孩子7岁上一年级。18岁才高二，既然是义务，那就是要强制执行的，12年义务教育还没履行完呢怎么结婚生孩儿哦？？跟18结婚相冲突吧！？, vivo智能手机, f
爱睡觉的小懒猫77,284,316,调年龄不如调一下房价, HUAWEI Mate 20 X, f
爱睡觉的起床困难户-,197,302,seriously？！刚成年就可以结婚，双方都有能力负责了吗？！, Weibo.intl, f
爱笑的三笑而过,111,207,:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
爱笑的三笑而过,111,207,:我们不结婚只是因为穷, iPhone客户端, f
爱糖在匣子里的旧梦,118,149,哦？滚, iPhone客户端, f
爱美食的小羊羊,3371,456,不扯蛋不行吗？18岁结婚自身教育都没完成，心智都不成熟，结完了过几天再离婚吗？让父母承担18岁夫妇的生活吗？再随随便便生孩子，孩子也教育不好。👎👎👎, 微博 weibo.com, f
爱臭美的文艺小姐姐,156,285,:国家降低一下上学和医疗费用，大人压力小一些，自然就要孩子了，永远都不站在老百姓的角度考虑问题, iPhone客户端, f
爱西瓜可乐的夏天,238,368,一天到晚闲着没事儿干 可真能扯, iPhone 7, f
爱零食睡懒觉的居,36,75,我呸, OPPO R9s, f
爱静的凇凇raj,79,407,None, iPhone客户端, f
爷们张莉,269,590,不如让大学生不结婚不发毕业证, HUAWEI Mate 9, f
爸与大张哥建设特色社会主义,565,95,那得多少重男轻女的家庭出来的女孩子刚成年就要被父母卖了？？？？, HUAWEI Mate 20 X, f
爻跃跃,384,123,None, 荣耀8青春版 颜值担当, m
爽朗的云淡风轻-688,75,135,18岁？组团喝西北风吗？还要延迟退休，那小两口生了孩子谁带？, HUAWEI P20 Pro, f
牙牙乐199999,23,52,None, 前后2000万 OPPO R11, f
_牙龈笑啦_,475,272,什么狗屁东西？？？, Android, f
牛奶糖的大可爱呀,249,306,提这个提案的砖家怕不是脑子里有水吧, iPhone客户端, f
物理学的进化VIP,352,335,:感觉有人提议生孩子高考加分的日子不远了……, AI实力派 vivo Z1, m
牵起一潭星,115,299,禁止早恋，提倡早婚，迷幻世界, iPhone客户端, f
特别的李Love,309,208,这辈子不可能结婚了:调你妈个鸡儿, OPPO随光而变R17, f
-特怂少女老言-,8,3,其实我jio得可以, iPhone客户端, f
特立独行的燕子,210,178,本末倒置！！为了结婚而结婚，为了生育率而下调没有必要！！眼光放远一点！！十八岁的孩子懂啥？！特别是这个竞争越来越激烈的时代，十八岁结婚靠谁养活过日子啊？！啃老吗？二十多岁有了工作思想人格独立成熟了再来考虑吧！！, 特立不独行Android, f
犯心狙击,88,119,？？？, 三星GALAXY A, f
犹原是梦,239,153,十八岁怎么担得起家庭的责任...优生优育也要抛弃了吗, iPhone客户端, f
犹是狸奴,323,819,？？？？？？？？？？？？, iPhone 6, f
犹缓缓,41,53,佛了。真把人当生育机器了。说白了经济压力不下去不敢生还是不敢生  还有个人观念原因不想生的更是一大茬  恐婚恐育买房买车  养孩成本跟责任归属  等等... 这些问题是下调年龄就能解决的吗？ 以及自己都还是个孩子就去结婚去生孩子  来减缓人口老龄化现象  这样倡导生育真的不可取。, 荣耀9青春版 全屏四摄, f
狂啸沧海君未央,176,56,别再这么说，如今这种结婚年龄合适, 微博 weibo.com, m
狂野暴躁凶汉,212,533,None, Android, m
狂野暴躁凶汉,212,533,:先把刑事责任年龄降低吧, Android, m
狐狸是很萌的好吗,378,595,流弊，砖家流弊！: 高三领证大一离婚？, 荣耀10 AI变色更潮美, f
-狐狸酱-,4789,208,毛病物价这么高结婚一起当乞丐吗, 杨幂的蜜蜂, f
狐萝卜芯,109,205,这些委员是不是脑残？强烈要求查查怎么当上委员的:还不如强制要求这种委员家庭生20个, Android, f
狐野八,149,617, 别等我了，我们现在就结婚🎎, nova4自拍极点全面屏, f
狐鸦youko,837,206,趁女孩什么都不懂赶紧把娃生了，懂了的时候就不敢生了, 小米MIX 3 滑盖全面屏, f
狒狒努力考研奋战中,899,468,能不能提点正常的建议？？？？, iPhone 8 Plus, f
狗尾巴草要盛开,30,411,18以下不准恋爱，没有性教育。18以后，快点结婚生孩子…, HUAWEI nova手机, f
狡猾的苍蓝星,676,263,我28岁都结不了，更别说18了, iPhone客户端, m
独乐乐zzz,78,182,合理吗？本身18岁也才高中出来，懂多少东西？生了孩子出来也没有办法给孩子提供有条件的生活和有素质的教育，对孩子也是不负责任。多生还不如优生呢, 联想K5 Note, f
独家村__村长,64,168,这些人真是又蠢又坏又不干正事:先把刑事责任年龄降低吧, iPhone客户端, f
独立有品格,219,872,:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
独角兽耳朵,281,580,刚刚成年就结婚……提出这种建议的人是在想啥？, Weibo.intl, m
狭路相逢终不能幸免0,8,16,评论区的观点十分一致, 华为手机 畅享玩不停, f
狮子牌花痴虾丸子,683,593,深井冰, iPhone客户端, f
狮尾螺旋,171,685,:再次说一句，滚!!, 北洛捡到的iPhone 7 Plus(玫瑰金), m
狮纸_DewDew,528,1621,震撼我妈: 高三领证大一离婚？, 微博 weibo.com, m
狼外婆的小阳伞吖,258,54,这专家的脑子是板砖吧, 华为手机 畅享玩不停, f
狼牙土豆有毒,145,236,18岁心智还不太成熟吧？只顾结婚率出生率，不顾幸福感了？, 小米6X 拍人更美, f
狼隐天,1696,572,你咋不说提议给非婚生子点待遇呢。保准嗖嗖生，不想结婚的小姐姐说不定愿意生孩子了呢, Weibo.intl, f
猛猛或落叶,52,72,所以提高出生率的方法就是趁大家还小，让三观不成熟、不能对以后人生负责小朋友头脑一热领个证？过个三五年明白过来，结都结了没啥大事就生个孩子过俗人生活妥协吧，还是不婚保平安呐, iPhone客户端, f
猪不吃你_,175,555,18岁...啥子破想法, 前置双摄vivo X9, f
猪头北冰乐,1,84, : 高三领证大一离婚？, Weibo.intl, f
_猪是都的字名我念来过反_,2278,429,Repost, HUAWEI Mate 20, m
猪猪妹妹今天早睡了吗,930,638,晚婚晚育 说的不是我吗, iPhone 6s, f
猪猪橙呀,1232,442,然并卵，那样离婚率会更高，会有更多单亲家庭, iPhone客户端, f
猪猪爱豆的幸运,46,12,别人国家低可是人家婚龄高不催啊。就现在这法定年龄村里都一堆未满先结等领证，再调可不得一有生育能力就拉去结了生，好惨的猪, iPhone客户端, f
猪语狐说,127,219,委员难道觉得下调结婚年龄就能提高结婚率和生育率？18岁结婚认真的吗？是不是觉得大家不要高考不要读大学了？还是觉得刚成年的人可以同时应付家庭与学业？要提高结婚率和生育率，难道不应该想想如何改善两性关系，消除两性在家庭观念上的不平等？, 朱一龙的小笼包, f
猪鼓励呢,13,22,None, 小米9 透明尊享版, m
猫与鱼的对视,300,608,婚姻法制定者是还不明白当局嘛…跟几岁结婚无关，是广大善男信女没有结婚的想法或者害怕结婚啊。, iPhone客户端, f
猫咪女王Nana,1382,681,这样的规定不是又提高了离婚率和生育率？这些心智都不成熟刚刚成年的孩子都懂得爱情和责任？, vivo AI智慧拍照X21, f
猫喜欢热闹,140,361,真当养牲口呢, , f
猫喵汤包酱,195,284,None, 小米8周年旗舰手机, f
猫女CC,269,526,我就想知道这个智商是咋当上委员的。, iPhone, f
